Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
BE,2011,2011,2011,1,0,1,Import,4,Afghanistan,AFG,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,632778127,,,0
BE,2011,2011,2011,1,0,2,Export,4,Afghanistan,AFG,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,140887449,,,0
BE,2011,2011,2011,1,0,1,Import,8,Albania,ALB,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,773334715,,,0
BE,2011,2011,2011,1,0,2,Export,8,Albania,ALB,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,73740061,,,0
BE,2011,2011,2011,1,0,1,Import,12,Algeria,DZA,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,8836403415,,,0
BE,2011,2011,2011,1,0,2,Export,12,Algeria,DZA,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,355724731,,,0
BE,2011,2011,2011,1,0,1,Import,20,Andorra,AND,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,314189687,,,0
BE,2011,2011,2011,1,0,2,Export,20,Andorra,AND,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,611253,,,0
BE,2011,2011,2011,1,0,1,Import,24,Angola,AGO,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,3801941600,,,0
BE,2011,2011,2011,1,0,2,Export,24,Angola,AGO,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,25710296,,,0
BE,2011,2011,2011,1,0,1,Import,28,Antigua and Barbuda,ATG,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,107981512,,,0
BE,2011,2011,2011,1,0,2,Export,28,Antigua and Barbuda,ATG,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,3630679,,,0
BE,2011,2011,2011,1,0,3,Re-Export,28,Antigua and Barbuda,ATG,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,1676851,,,0
BE,2011,2011,2011,1,0,1,Import,31,Azerbaijan,AZE,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,1077339473,,,0
BE,2011,2011,2011,1,0,2,Export,31,Azerbaijan,AZE,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,701255238,,,0
BE,2011,2011,2011,1,0,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,1594828561,,,0
BE,2011,2011,2011,1,0,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,28099803674,,,0
BE,2011,2011,2011,1,0,4,Re-Import,32,Argentina,ARG,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,13803924,,,0
BE,2011,2011,2011,1,0,1,Import,36,Australia,AUS,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,11099178357,,,0
BE,2011,2011,2011,1,0,2,Export,36,Australia,AUS,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,27461647097,,,0
BE,2011,2011,2011,1,0,4,Re-Import,36,Australia,AUS,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,27569306,,,0
BE,2011,2011,2011,1,0,1,Import,40,Austria,AUT,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,11046176900,,,0
BE,2011,2011,2011,1,0,2,Export,40,Austria,AUT,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,10711888848,,,0
BE,2011,2011,2011,1,0,1,Import,44,Bahamas,BHS,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,523953770,,,0
BE,2011,2011,2011,1,0,2,Export,44,Bahamas,BHS,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,77073028,,,0
BE,2011,2011,2011,1,0,3,Re-Export,44,Bahamas,BHS,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,685170,,,0
BE,2011,2011,2011,1,0,1,Import,48,Bahrain,BHR,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,1298727166,,,0
BE,2011,2011,2011,1,0,2,Export,48,Bahrain,BHR,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,388661988,,,0
BE,2011,2011,2011,1,0,3,Re-Export,48,Bahrain,BHR,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,22727648,,,0
BE,2011,2011,2011,1,0,1,Import,50,Bangladesh,BGD,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,7787216172,,,0
BE,2011,2011,2011,1,0,2,Export,50,Bangladesh,BGD,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,858093475,,,0
BE,2011,2011,2011,1,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,647806444,,,0
BE,2011,2011,2011,1,0,2,Export,51,Armenia,ARM,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,206866920,,,0
BE,2011,2011,2011,1,0,3,Re-Export,51,Armenia,ARM,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,21026328,,,0
BE,2011,2011,2011,1,0,4,Re-Import,51,Armenia,ARM,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,323759,,,0
BE,2011,2011,2011,1,0,1,Import,52,Barbados,BRB,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,303813027,,,0
BE,2011,2011,2011,1,0,2,Export,52,Barbados,BRB,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,90297073,,,0
BE,2011,2011,2011,1,0,3,Re-Export,52,Barbados,BRB,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,5599863,,,0
BE,2011,2011,2011,1,0,1,Import,56,Belgium,BEL,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,34805214210,,,0
BE,2011,2011,2011,1,0,2,Export,56,Belgium,BEL,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,37635763102,,,0
BE,2011,2011,2011,1,0,1,Import,60,Bermuda,BMU,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,139520611,,,0
BE,2011,2011,2011,1,0,4,Re-Import,60,Bermuda,BMU,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,4069,,,0
BE,2011,2011,2011,1,0,1,Import,64,Bhutan,BTN,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,108854220,,,0
BE,2011,2011,2011,1,0,2,Export,64,Bhutan,BTN,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,38261324,,,0
BE,2011,2011,2011,1,0,1,Import,68,Bolivia (Plurinational State of),BOL,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,0,,,,0,,570111818,,,4
BE,2011,2011,2011,1,0,2,Export,68,Bolivia (Plurinational State of),BOL,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,0,,,,0,,748705890,,,4
BE,2011,2011,2011,1,0,3,Re-Export,68,Bolivia (Plurinational State of),BOL,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,0,,,,0,,292212,,,0
BE,2011,2011,2011,1,0,1,Import,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,1675336657,,,0
BE,2011,2011,2011,1,0,2,Export,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,371632473,,,0
BE,2011,2011,2011,1,0,1,Import,72,Botswana,BWA,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,651997675,,,0
BE,2011,2011,2011,1,0,2,Export,72,Botswana,BWA,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,117080432,,,0
BE,2011,2011,2011,1,0,1,Import,76,Brazil,BRA,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,9720180111,,,0
BE,2011,2011,2011,1,0,2,Export,76,Brazil,BRA,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,65493467038,,,0
BE,2011,2011,2011,1,0,4,Re-Import,76,Brazil,BRA,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,795938,,,0
BE,2011,2011,2011,1,0,1,Import,84,Belize,BLZ,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,86211659,,,0
BE,2011,2011,2011,1,0,2,Export,84,Belize,BLZ,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,185606588,,,0
BE,2011,2011,2011,1,0,3,Re-Export,84,Belize,BLZ,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,3958653,,,0
BE,2011,2011,2011,1,0,1,Import,90,Solomon Isds,SLB,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,0,,,,0,,87314790,,,4
BE,2011,2011,2011,1,0,2,Export,90,Solomon Isds,SLB,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,0,,,,0,,131585725,,,4
BE,2011,2011,2011,1,0,4,Re-Import,90,Solomon Isds,SLB,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,0,,,,0,,5511,,,4
BE,2011,2011,2011,1,0,1,Import,96,Brunei Darussalam,BRN,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,0,,,,,,451271599,,,4
BE,2011,2011,2011,1,0,2,Export,96,Brunei Darussalam,BRN,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,0,,,,,,4562668,,,4
BE,2011,2011,2011,1,0,1,Import,100,Bulgaria,BGR,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,2604261908,,,0
BE,2011,2011,2011,1,0,2,Export,100,Bulgaria,BGR,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,3509254264,,,0
BE,2011,2011,2011,1,0,1,Import,104,Myanmar,MMR,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,713044722,,,0
BE,2011,2011,2011,1,0,2,Export,104,Myanmar,MMR,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,2139323165,,,0
BE,2011,2011,2011,1,0,1,Import,108,Burundi,BDI,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,258704305,,,0
BE,2011,2011,2011,1,0,2,Export,108,Burundi,BDI,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,90655236,,,0
BE,2011,2011,2011,1,0,3,Re-Export,108,Burundi,BDI,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,110835,,,0
BE,2011,2011,2011,1,0,1,Import,112,Belarus,BLR,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,2442990600,,,0
BE,2011,2011,2011,1,0,2,Export,112,Belarus,BLR,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,3731484500,,,0
BE,2011,2011,2011,1,0,1,Import,116,Cambodia,KHM,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,159276599,,,0
BE,2011,2011,2011,1,0,2,Export,116,Cambodia,KHM,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,150442040,,,0
BE,2011,2011,2011,1,0,1,Import,120,Cameroon,CMR,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,1206581121,,,0
BE,2011,2011,2011,1,0,2,Export,120,Cameroon,CMR,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,846884050,,,0
BE,2011,2011,2011,1,0,4,Re-Import,120,Cameroon,CMR,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,55821,,,0
BE,2011,2011,2011,1,0,1,Import,124,Canada,CAN,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,29640495617,,,0
BE,2011,2011,2011,1,0,2,Export,124,Canada,CAN,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,40482688594,,,0
BE,2011,2011,2011,1,0,3,Re-Export,124,Canada,CAN,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,608097601,,,0
BE,2011,2011,2011,1,0,4,Re-Import,124,Canada,CAN,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,76180700,,,0
BE,2011,2011,2011,1,0,1,Import,132,Cabo Verde,CPV,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,225488017,,,0
BE,2011,2011,2011,1,0,2,Export,132,Cabo Verde,CPV,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,96911266,,,0
BE,2011,2011,2011,1,0,3,Re-Export,132,Cabo Verde,CPV,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,40075342,,,0
BE,2011,2011,2011,1,0,1,Import,140,Central African Rep.,CAF,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,60489678,,,0
BE,2011,2011,2011,1,0,2,Export,140,Central African Rep.,CAF,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,987964,,,0
BE,2011,2011,2011,1,0,1,Import,144,Sri Lanka,LKA,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,2318450281,,,0
BE,2011,2011,2011,1,0,2,Export,144,Sri Lanka,LKA,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,2440933437,,,0
BE,2011,2011,2011,1,0,1,Import,152,Chile,CHL,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,4346206945,,,0
BE,2011,2011,2011,1,0,2,Export,152,Chile,CHL,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,13342297842,,,0
BE,2011,2011,2011,1,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,68913738537,,,0
BE,2011,2011,2011,1,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,50677735375,,,0
BE,2011,2011,2011,1,0,4,Re-Import,156,China,CHN,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,47557866,,,0
BE,2011,2011,2011,1,0,1,Import,170,Colombia,COL,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,3455581990,,,0
BE,2011,2011,2011,1,0,2,Export,170,Colombia,COL,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,5646134322,,,0
BE,2011,2011,2011,1,0,3,Re-Export,170,Colombia,COL,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,66450,,,0
BE,2011,2011,2011,1,0,4,Re-Import,170,Colombia,COL,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,7272745,,,0
BE,2011,2011,2011,1,0,1,Import,174,Comoros,COM,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,0,,,,0,,84173707,,,4
BE,2011,2011,2011,1,0,2,Export,174,Comoros,COM,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,0,,,,0,,20850320,,,4
BE,2011,2011,2011,1,0,1,Import,178,Congo,COG,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,380398565,,,0
BE,2011,2011,2011,1,0,2,Export,178,Congo,COG,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,17093090,,,0
BE,2011,2011,2011,1,0,1,Import,188,Costa Rica,CRI,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,1278182740,,,0
BE,2011,2011,2011,1,0,2,Export,188,Costa Rica,CRI,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,3519251607,,,0
BE,2011,2011,2011,1,0,1,Import,191,Croatia,HRV,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,2168594356,,,0
BE,2011,2011,2011,1,0,2,Export,191,Croatia,HRV,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,1316862266,,,0
BE,2011,2011,2011,1,0,1,Import,196,Cyprus,CYP,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,1053375958,,,0
BE,2011,2011,2011,1,0,2,Export,196,Cyprus,CYP,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,322052959,,,0
BE,2011,2011,2011,1,0,3,Re-Export,196,Cyprus,CYP,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,19140556,,,0
BE,2011,2011,2011,1,0,1,Import,203,Czechia,CZE,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,7424415004,,,0
BE,2011,2011,2011,1,0,2,Export,203,Czechia,CZE,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,5577360595,,,0
BE,2011,2011,2011,1,0,1,Import,204,Benin,BEN,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,692368464,,,0
BE,2011,2011,2011,1,0,2,Export,204,Benin,BEN,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,87748722,,,0
BE,2011,2011,2011,1,0,3,Re-Export,204,Benin,BEN,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,1162938,,,0
BE,2011,2011,2011,1,0,1,Import,208,Denmark,DNK,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,10791817501,,,0
BE,2011,2011,2011,1,0,2,Export,208,Denmark,DNK,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,18203557355,,,0
BE,2011,2011,2011,1,0,1,Import,214,Dominican Rep.,DOM,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,1956395396,,,0
BE,2011,2011,2011,1,0,2,Export,214,Dominican Rep.,DOM,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,1071974768,,,0
BE,2011,2011,2011,1,0,1,Import,218,Ecuador,ECU,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,1521038598,,,0
BE,2011,2011,2011,1,0,2,Export,218,Ecuador,ECU,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,6447141695,,,0
BE,2011,2011,2011,1,0,1,Import,222,El Salvador,SLV,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,0,,,,0,,1322360157,,,4
BE,2011,2011,2011,1,0,2,Export,222,El Salvador,SLV,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,0,,,,0,,1279930126,,,4
BE,2011,2011,2011,1,0,4,Re-Import,222,El Salvador,SLV,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,0,,,,0,,4771576,,,0
BE,2011,2011,2011,1,0,1,Import,231,Ethiopia,ETH,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,0,,,,0,,1274565878,,,4
BE,2011,2011,2011,1,0,2,Export,231,Ethiopia,ETH,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,0,,,,0,,1281285654,,,4
BE,2011,2011,2011,1,0,4,Re-Import,231,Ethiopia,ETH,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,0,,,,0,,873434,,,0
BE,2011,2011,2011,1,0,1,Import,233,Estonia,EST,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,1724919166,,,0
BE,2011,2011,2011,1,0,2,Export,233,Estonia,EST,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,1580643300,,,0
BE,2011,2011,2011,1,0,4,Re-Import,233,Estonia,EST,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,5014586,,,0
BE,2011,2011,2011,1,0,1,Import,242,Fiji,FJI,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,432365450,,,0
BE,2011,2011,2011,1,0,2,Export,242,Fiji,FJI,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,422803991,,,0
BE,2011,2011,2011,1,0,3,Re-Export,242,Fiji,FJI,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,116065906,,,0
BE,2011,2011,2011,1,0,1,Import,246,Finland,FIN,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,5076417260,,,0
BE,2011,2011,2011,1,0,2,Export,246,Finland,FIN,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,2001222065,,,0
BE,2011,2011,2011,1,0,1,Import,251,France,FRA,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,52359141051,,,0
BE,2011,2011,2011,1,0,2,Export,251,France,FRA,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,66965517832,,,0
BE,2011,2011,2011,1,0,4,Re-Import,251,France,FRA,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,768681196,,,0
BE,2011,2011,2011,1,0,1,Import,258,French Polynesia,PYF,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,384560736,,,0
BE,2011,2011,2011,1,0,2,Export,258,French Polynesia,PYF,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,28010557,,,0
BE,2011,2011,2011,1,0,4,Re-Import,258,French Polynesia,PYF,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,29,,,0
BE,2011,2011,2011,1,0,1,Import,268,Georgia,GEO,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,727965813,,,0
BE,2011,2011,2011,1,0,2,Export,268,Georgia,GEO,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,375538324,,,0
BE,2011,2011,2011,1,0,3,Re-Export,268,Georgia,GEO,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,34901962,,,0
BE,2011,2011,2011,1,0,4,Re-Import,268,Georgia,GEO,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,92000,,,0
BE,2011,2011,2011,1,0,1,Import,270,Gambia,GMB,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,90594247,,,0
BE,2011,2011,2011,1,0,2,Export,270,Gambia,GMB,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,29175890,,,0
BE,2011,2011,2011,1,0,3,Re-Export,270,Gambia,GMB,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,20020638,,,0
BE,2011,2011,2011,1,0,1,Import,275,State of Palestine,PSE,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,855479335,,,0
BE,2011,2011,2011,1,0,2,Export,275,State of Palestine,PSE,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,135237190,,,0
BE,2011,2011,2011,1,0,3,Re-Export,275,State of Palestine,PSE,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,74136963,,,0
BE,2011,2011,2011,1,0,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,0,,,,0,,85274546891,,,4
BE,2011,2011,2011,1,0,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,0,,,,0,,69565290904,,,4
BE,2011,2011,2011,1,0,1,Import,288,Ghana,GHA,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,1878711500,,,0
BE,2011,2011,2011,1,0,2,Export,288,Ghana,GHA,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,3616701547,,,0
BE,2011,2011,2011,1,0,1,Import,296,Kiribati,KIR,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,36217739,,,0
BE,2011,2011,2011,1,0,2,Export,296,Kiribati,KIR,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,6596174,,,0
BE,2011,2011,2011,1,0,1,Import,300,Greece,GRC,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,7710724210,,,0
BE,2011,2011,2011,1,0,2,Export,300,Greece,GRC,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,5536598876,,,0
BE,2011,2011,2011,1,0,1,Import,304,Greenland,GRL,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,0,,,,0,,172541687,,,4
BE,2011,2011,2011,1,0,2,Export,304,Greenland,GRL,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,0,,,,0,,445255438,,,0
BE,2011,2011,2011,1,0,1,Import,320,Guatemala,GTM,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,1661163419,,,0
BE,2011,2011,2011,1,0,2,Export,320,Guatemala,GTM,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,3996944078,,,0
BE,2011,2011,2011,1,0,1,Import,328,Guyana,GUY,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,213007649,,,0
BE,2011,2011,2011,1,0,2,Export,328,Guyana,GUY,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,427836721,,,0
BE,2011,2011,2011,1,0,3,Re-Export,328,Guyana,GUY,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,2875046,,,0
BE,2011,2011,2011,1,0,1,Import,340,Honduras,HND,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,1014078804,,,0
BE,2011,2011,2011,1,0,2,Export,340,Honduras,HND,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,2183739326,,,0
BE,2011,2011,2011,1,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,20438286084,,,0
BE,2011,2011,2011,1,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,6160922834,,,0
BE,2011,2011,2011,1,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,5793612344,,,0
BE,2011,2011,2011,1,0,1,Import,348,Hungary,HUN,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,4187560000,,,0
BE,2011,2011,2011,1,0,2,Export,348,Hungary,HUN,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,6847904000,,,0
BE,2011,2011,2011,1,0,1,Import,352,Iceland,ISL,0,World,WLD,,,,,,,,1,Food and beverages,1,No Quantity,,,,,,,456752118,,,0
